Order_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Sales_Amount,Order_Date
O01903,C0050,P0172,5,4149,20745,20-04-2024
O01904,C0970,P0123,6,991,5946,21-04-2026
O01905,C0684,P0267,4,1294,5176,05-03-2026
O01906,C1229,P0225,2,7414,14828,15-08-2025
O01907,C0256,P0044,1,646,646,21-01-2025
O01908,C0642,P0034,3,1115,3345,01-04-2026
O01909,C0906,P0029,5,7175,35875,08-03-2024
O01910,C0209,P0029,9,955,8595,28-10-2024
O01911,C0782,P0206,2,6835,13670,26-08-2024
O01912,C1228,P0006,8,6390,51120,20-04-2025
O01913,C0877,P0052,6,525,3150,09-04-2025
O01914,C1060,P0169,10,3253,32530,20-04-2024
O01915,C0211,P0007,10,1206,12060,30-08-2025
O01920,C0733,P0160,10,8966,89660,05-03-2026
O01921,C0299,P0076,8,5157,41256,09-09-2025
O01922,C0703,P0150,6,232,1392,14-06-2025
O01923,C1202,P0075,1,3989,3989,03-06-2025
O01924,C1146,P0028,7,5733,40131,19-07-2024
O01925,C0411,P0104,2,5695,11390,12-07-2024
O01928,C0674,P0084,2,7543,15086,16-06-2026
O01929,C0087,P0254,4,160,640,16-10-2025
O01930,C0457,P0118,8,3592,28736,01-09-2024
O01931,C0985,P0170,7,3463,24241,13-02-2025
O01932,C0378,P0004,6,262,1572,16-03-2024
O01933,C0733,P0016,9,1987,17883,25-05-2024
O01935,C0738,P0023,1,3362,3362,21-07-2024
O01938,C0402,P0012,3,4389,13167,13-04-2024
O01940,C0431,P0157,8,4034,32272,13-01-2025
O01941,C0763,P0088,9,7206,64854,18-06-2026
O01942,C0134,P0061,3,2242,6726,24-03-2026
O01943,C0389,P0099,9,6296,56664,12-12-2025
O01944,C0767,P0163,10,7137,71370,13-10-2025
O01945,C0501,P0024,10,9722,97220,12-07-2024
O01946,C1097,P0151,3,5468,16404,10-09-2024
O01947,C0110,P0144,3,8427,25281,21-08-2025
O01948,C1002,P0108,2,7811,15622,20-03-2026
O01949,C1260,P0034,3,8433,25299,01-02-2025
O01950,C1043,P0192,8,8601,68808,20-04-2025
O01951,C0367,P0165,6,8709,52254,12-12-2025
O01952,C0990,P0254,8,4496,35968,18-08-2025
O01954,C0416,P0232,4,6586,26344,11-08-2024
O01955,C0627,P0218,7,9461,66227,09-06-2024
O01956,C0767,P0131,9,1488,13392,17-05-2024
O01960,C0886,P0210,6,8251,49506,20-11-2024
O01961,C0560,P0196,1,3042,3042,28-03-2025
O01964,C0161,P0142,4,1712,6848,01-05-2024
O01965,C0147,P0185,1,9046,9046,24-07-2024
O01966,C0684,P0101,6,4196,25176,05-11-2024
O01967,C0563,P0098,10,2358,23580,25-05-2026
O01968,C1113,P0134,1,5006,5006,15-10-2024
O01969,C0710,P0207,7,9601,67207,14-02-2026
O01970,C0025,P0242,9,2545,22905,05-06-2026
O01971,C0815,P0117,4,3538,14152,30-04-2025
O01972,C0479,P0265,10,9154,91540,14-02-2026
O01973,C0960,P0237,6,1506,9036,16-11-2024
O01974,C0385,P0220,7,3533,24731,25-03-2025
O01976,C1183,P0066,5,258,1290,26-05-2025
O01978,C0827,P0276,5,5442,27210,24-08-2025
O01981,C0801,P0196,4,6500,26000,06-03-2024
O01982,C1095,P0198,4,7878,31512,21-04-2024
O01985,C1236,P0251,1,3158,3158,22-07-2024
O01986,C0143,P0198,5,3473,17365,26-08-2024
O01987,C0597,P0269,2,7549,15098,28-02-2024
O01988,C0755,P0266,1,2915,2915,30-11-2024
O01989,C0842,P0201,3,1914,5742,12-05-2024
O01990,C1099,P0215,8,1226,9808,02-02-2025
O01991,C0423,P0067,4,5175,20700,18-03-2025
O01993,C1204,P0104,9,7619,68571,09-10-2024
O01994,C0414,P0004,3,7402,22206,06-03-2024
O01995,C0818,P0127,9,5488,49392,05-08-2025
O01996,C1006,P0236,8,9539,76312,10-02-2024
O01997,C0187,P0148,8,5781,46248,18-12-2025
O01998,C0610,P0201,10,2969,29690,01-03-2025
O01999,C0511,P0092,10,7179,71790,13-04-2025
O02000,C0788,P0094,10,1665,16650,06-02-2025
O02001,C0090,P0123,3,4585,13755,05-10-2025
O02002,C1102,P0150,2,3659,7318,20-05-2025
O02004,C0216,P0259,6,6819,40914,06-04-2025
O02005,C0338,P0130,4,8391,33564,15-02-2024
O02006,C0947,P0014,2,7667,15334,25-01-2025
O02007,C0704,P0205,4,6599,26396,08-02-2024
O02009,C0951,P0249,8,1217,9736,25-03-2024
O02010,C1124,P0125,8,2397,19176,27-04-2025
O02011,C0572,P0083,3,395,1185,13-09-2025
O02012,C0206,P0091,5,2134,10670,01-07-2025
O02013,C0801,P0087,2,283,566,24-11-2025
O02014,C0560,P0079,8,5966,47728,01-07-2024
O02016,C0098,P0268,2,6499,12998,07-12-2025
O02017,C0632,P0228,1,9900,9900,05-01-2024
O02018,C0100,P0194,4,4191,16764,18-01-2025
O02021,C0130,P0113,2,2850,5700,11-01-2026
O02022,C0343,P0023,7,8496,59472,20-04-2024
O02023,C0670,P0166,9,3205,28845,01-10-2025
O02024,C0425,P0278,7,7110,49770,03-05-2024
O02025,C0476,P0110,2,5942,11884,27-11-2024
O02027,C0798,P0109,8,3706,29648,08-03-2024
O02028,C0571,P0189,1,1203,1203,11-08-2024
O02029,C0842,P0155,10,8285,82850,14-04-2024
O02031,C1229,P0167,7,2277,15939,06-12-2024
O02032,C0360,P0163,8,1206,9648,09-12-2024
O02034,C0477,P0258,10,317,3170,26-08-2024
O02036,C0878,P0125,10,1400,14000,02-03-2024
O02037,C0282,P0192,8,4959,39672,25-07-2024
O02038,C0311,P0193,4,721,2884,31-08-2024
O02039,C1225,P0228,6,2299,13794,11-10-2024
O02041,C0591,P0013,4,5527,22108,16-12-2024
O02042,C0497,P0106,9,985,8865,11-11-2025
O02043,C0509,P0114,10,6350,63500,17-06-2025
O02044,C0659,P0094,8,199,1592,07-03-2024
O02045,C1007,P0036,4,953,3812,11-10-2025
O02046,C0290,P0105,3,1603,4809,26-06-2024
O02048,C0161,P0219,8,5203,41624,17-06-2024
O02049,C0405,P0126,7,2990,20930,12-09-2025
O02050,C0510,P0156,5,9544,47720,04-04-2025
O02052,C0816,P0194,3,7812,23436,27-03-2025
O02053,C0866,P0259,10,7201,72010,17-02-2026
O02055,C0171,P0154,10,8901,89010,05-06-2024
O02059,C0962,P0101,3,3206,9618,05-01-2024
O02062,C0631,P0037,7,736,5152,07-05-2024
O02064,C0894,P0131,6,8449,50694,27-12-2025
O02065,C1001,P0189,1,6413,6413,10-03-2025
O02066,C0506,P0125,8,665,5320,12-04-2026
O02067,C0741,P0015,3,4381,13143,11-09-2025
O02068,C0933,P0076,5,4153,20765,08-09-2025
O02069,C1185,P0083,1,2012,2012,28-02-2026
O02070,C0190,P0197,7,9703,67921,23-03-2024
O02071,C1062,P0097,7,2816,19712,29-04-2026
O02072,C0875,P0130,5,8302,41510,29-06-2025
O02073,C0784,P0158,7,1556,10892,21-04-2024
O02074,C1173,P0177,3,4507,13521,05-02-2026
O02076,C1008,P0001,2,1244,2488,03-03-2026
O02077,C0856,P0269,7,4824,33768,20-01-2026
O02078,C0883,P0088,3,6238,18714,09-07-2024
O02079,C0276,P0102,8,3081,24648,29-05-2025
O02080,C0226,P0231,10,3582,35820,09-07-2024
O02081,C0412,P0031,3,3243,9729,22-09-2024
O02083,C0341,P0041,5,1504,7520,21-01-2025
O02084,C0256,P0142,2,5705,11410,31-01-2024
O02085,C1200,P0121,8,8049,64392,19-11-2025
O02086,C0207,P0005,1,4459,4459,08-02-2026
O02088,C1070,P0004,7,9979,69853,16-06-2025
O02089,C0545,P0249,8,5621,44968,10-09-2025
O02090,C0880,P0173,6,5720,34320,18-11-2024
O02091,C0491,P0185,7,6300,44100,17-09-2025
O02092,C0118,P0183,6,1741,10446,04-01-2024
O02093,C0936,P0206,3,520,1560,08-09-2025
O02095,C0926,P0244,9,6868,61812,07-11-2025
O02096,C0385,P0002,6,372,2232,10-10-2025
O02097,C0738,P0024,6,7379,44274,27-08-2024
O02098,C1243,P0249,7,1433,10031,22-12-2024
O02099,C0877,P0244,2,6405,12810,27-10-2024
O02100,C1244,P0100,3,8620,25860,16-06-2026
O02101,C1172,P0259,1,2194,2194,24-05-2025
O02102,C0179,P0155,9,7748,69732,21-06-2024
O02103,C0914,P0060,8,8958,71664,03-09-2024
O02104,C0499,P0109,3,1565,4695,18-04-2024
O02105,C0891,P0015,3,5449,16347,27-01-2025
O02106,C0575,P0113,5,7903,39515,17-11-2025
O02107,C0253,P0070,9,8160,73440,02-04-2024
O02108,C0682,P0115,10,9941,99410,07-03-2024
O02109,C0703,P0194,7,9306,65142,26-05-2026
O02110,C0895,P0120,4,4344,17376,28-04-2024
O02111,C0596,P0045,2,1560,3120,14-12-2024
O02112,C1213,P0097,2,9485,18970,11-01-2025
O02113,C0261,P0161,7,9552,66864,24-01-2026
O02114,C0004,P0160,1,9767,9767,02-07-2025
O02115,C0389,P0199,7,5337,37359,28-02-2026
O02116,C0748,P0065,9,9956,89604,27-08-2025
O02117,C0455,P0055,7,250,1750,05-07-2025
O02118,C0944,P0162,3,4963,14889,07-05-2026
O02119,C0449,P0256,8,2515,20120,07-09-2025
O02120,C0581,P0075,1,9912,9912,23-11-2024
O02121,C0633,P0258,2,4580,9160,18-05-2026
O02122,C1176,P0245,4,8210,32840,25-10-2024
O02123,C0772,P0031,6,2601,15606,27-04-2026
O02125,C0999,P0201,5,2708,13540,23-01-2024
O02126,C1123,P0201,6,7021,42126,25-11-2025
O02127,C0970,P0179,7,6507,45549,14-03-2024
O02128,C1082,P0145,5,3296,16480,18-12-2025
O02129,C1123,P0202,2,2244,4488,27-11-2024
O02130,C1189,P0028,5,7596,37980,01-11-2025
O02132,C0989,P0150,3,3536,10608,11-08-2024
O02133,C0401,P0005,6,9531,57186,14-04-2024
O02134,C0303,P0193,7,2856,19992,27-02-2024
O02135,C0197,P0183,8,3043,24344,23-02-2024
O02136,C0241,P0264,6,9822,58932,20-03-2025
O02137,C0305,P0207,4,656,2624,01-05-2024
O02139,C1221,P0089,7,1568,10976,07-03-2026
O02140,C0950,P0196,5,7392,36960,11-01-2025
O02141,C0024,P0062,2,1453,2906,04-05-2024
O02142,C1002,P0261,4,477,1908,23-08-2025
O02144,C0194,P0093,7,8032,56224,22-10-2025
O02145,C0889,P0153,10,2151,21510,11-04-2024
O02146,C0667,P0033,9,3129,28161,19-02-2025
O02147,C0041,P0202,9,8888,79992,13-03-2026
O02148,C1086,P0251,2,8601,17202,07-05-2026
O02149,C1198,P0276,2,3499,6998,05-11-2025
O02150,C0241,P0093,10,3048,30480,06-01-2024
O02151,C1137,P0229,6,2115,12690,10-02-2024
O02154,C1037,P0153,6,9019,54114,24-06-2024
O02155,C0867,P0001,4,5025,20100,17-02-2024
O02156,C1064,P0151,9,7389,66501,23-05-2024
O02157,C1182,P0252,6,8663,51978,26-12-2024
O02158,C1242,P0276,9,3538,31842,05-12-2025
O02159,C0203,P0023,4,701,2804,11-07-2024
O02160,C0291,P0154,4,2298,9192,08-09-2025
O02161,C1131,P0111,10,5982,59820,11-10-2024
O02162,C0264,P0217,2,9108,18216,18-09-2024
O02163,C0534,P0196,3,6654,19962,12-04-2025
O02164,C0171,P0131,7,2446,17122,02-07-2025
O02165,C0418,P0037,5,3256,16280,01-01-2026
O02167,C0315,P0162,7,6308,44156,27-01-2024
O02168,C1237,P0127,2,4525,9050,07-05-2024
O02169,C1089,P0057,9,6764,60876,08-03-2024
O02170,C0675,P0046,6,5564,33384,07-03-2026
O02171,C0560,P0075,4,4583,18332,11-01-2024
O02172,C0201,P0194,4,6303,25212,17-04-2024
O02174,C1003,P0049,9,5816,52344,18-12-2025
O02175,C1172,P0145,9,4540,40860,14-09-2025
O02176,C0203,P0025,3,5310,15930,08-02-2026
O02177,C0798,P0093,6,8811,52866,18-07-2025
O02178,C1218,P0207,8,9804,78432,10-05-2024
O02179,C0531,P0005,9,2647,23823,04-11-2025
O02180,C0259,P0074,7,9398,65786,23-01-2026
O02181,C0548,P0028,6,4181,25086,25-11-2025
O02182,C1247,P0215,8,3099,24792,25-03-2025
O02184,C0877,P0267,4,5100,20400,12-10-2025
O02185,C0179,P0157,7,5223,36561,15-05-2026
O02186,C0185,P0041,2,4032,8064,05-04-2024
O02189,C1042,P0070,8,8256,66048,11-06-2025
O02191,C0390,P0004,7,8854,61978,06-02-2026
O02192,C0707,P0126,9,793,7137,13-09-2025
O02193,C0919,P0087,9,3787,34083,28-06-2024
O02195,C0105,P0217,8,6311,50488,23-06-2024
O02196,C0765,P0058,6,4192,25152,01-05-2026
O02197,C1105,P0061,5,5001,25005,09-05-2025
O02200,C1056,P0019,8,8099,64792,28-02-2024
O02201,C0729,P0004,10,7642,76420,02-12-2024
O02202,C0612,P0182,2,184,368,24-12-2024
O02203,C0382,P0206,6,245,1470,13-04-2024
O02204,C0883,P0252,4,1488,5952,25-06-2025
O02205,C1054,P0079,7,2129,14903,14-05-2025
O02206,C0015,P0080,5,3804,19020,26-04-2025
O02207,C0810,P0192,5,6071,30355,14-03-2025
O02209,C0900,P0083,3,5895,17685,04-02-2026
O02210,C0889,P0003,6,3351,20106,23-04-2024
O02211,C0389,P0146,1,2290,2290,08-02-2025
O02212,C0863,P0170,1,2726,2726,13-11-2025
O02213,C0408,P0246,5,2046,10230,07-03-2025
O02216,C0221,P0011,3,2648,7944,18-12-2024
O02217,C1025,P0007,4,952,3808,25-11-2025
O02218,C0701,P0220,10,231,2310,20-03-2025
O02219,C0984,P0149,5,8061,40305,25-03-2024
O02220,C0879,P0127,10,2598,25980,16-01-2026
O02221,C1048,P0096,4,4706,18824,24-02-2026
O02222,C0236,P0135,4,7131,28524,22-07-2024
O02223,C0971,P0053,9,3068,27612,12-07-2024
O02224,C1211,P0077,4,2073,8292,15-05-2024
O02225,C0822,P0020,5,3248,16240,29-05-2024
O02226,C0874,P0010,10,3370,33700,03-04-2024
O02227,C0105,P0195,7,8701,60907,09-11-2024
O02229,C0982,P0032,9,7097,63873,21-10-2025
O02230,C0106,P0156,2,4511,9022,07-01-2025
O02231,C0575,P0180,7,4146,29022,23-11-2024
O02232,C0098,P0094,1,108,108,23-02-2024
O02233,C0659,P0109,5,7834,39170,13-10-2024
O02234,C1243,P0052,7,3128,21896,15-09-2024
O02236,C0199,P0007,9,2234,20106,05-12-2024
O02237,C0739,P0186,10,8764,87640,11-09-2025
O02238,C0762,P0122,5,3541,17705,21-08-2025
O02239,C0787,P0045,2,2237,4474,06-10-2025
O02240,C1233,P0062,1,9710,9710,01-11-2025
O02241,C0391,P0099,8,1716,13728,17-03-2024
O02242,C1120,P0176,5,7869,39345,18-02-2026
O02243,C0414,P0274,3,817,2451,10-05-2024
O02244,C0393,P0215,9,4237,38133,17-06-2026
O02245,C1148,P0178,6,7447,44682,06-10-2025
O02246,C0241,P0224,2,8010,16020,05-03-2025
O02247,C1073,P0258,1,2835,2835,05-09-2025
O02248,C0562,P0067,5,844,4220,02-08-2025
O02249,C0125,P0098,7,8210,57470,02-12-2025
O02250,C1091,P0263,2,2811,5622,24-03-2025
O02251,C1044,P0197,9,6493,58437,14-02-2025
O02254,C0019,P0263,8,8354,66832,25-12-2025
O02255,C1076,P0133,5,3709,18545,30-10-2024
O02257,C0094,P0274,4,4881,19524,10-02-2024
O02258,C0304,P0143,3,4530,13590,13-06-2026
O02259,C0106,P0128,4,8858,35432,28-04-2024
O02260,C0003,P0178,10,6147,61470,28-11-2024
O02262,C1253,P0151,6,1038,6228,02-10-2025
O02263,C0022,P0183,4,4682,18728,29-06-2024
O02264,C0525,P0009,9,9656,86904,18-04-2024
O02266,C0906,P0113,6,4503,27018,27-07-2024
O02268,C0889,P0189,3,7948,23844,05-04-2024
O02269,C1016,P0093,8,3131,25048,15-04-2026
O02270,C0361,P0097,10,8136,81360,16-01-2026
O02271,C0370,P0145,1,5181,5181,15-06-2024
O02272,C0364,P0202,10,3177,31770,12-03-2024
O02273,C0294,P0037,7,4118,28826,10-04-2025
O02274,C0825,P0052,9,2349,21141,14-01-2026
O02275,C0025,P0052,7,6391,44737,22-01-2024
O02276,C0226,P0007,1,2265,2265,11-09-2024
O02277,C0172,P0138,3,9924,29772,14-01-2024
O02278,C0020,P0055,9,5644,50796,23-05-2026
O02279,C0175,P0104,3,7971,23913,16-02-2026
O02280,C1153,P0228,3,5136,15408,05-12-2024
O02281,C0981,P0080,4,1015,4060,10-07-2025
O02282,C0548,P0279,2,447,894,24-04-2026
O02283,C0092,P0053,9,4961,44649,15-04-2024
O02285,C0050,P0117,7,6414,44898,30-05-2024
O02286,C0724,P0147,4,6403,25612,04-12-2025
O02287,C0231,P0252,3,1904,5712,17-08-2024
O02288,C0209,P0145,6,1349,8094,22-09-2025
O02289,C0684,P0061,6,1489,8934,14-02-2024
O02290,C1239,P0078,3,7122,21366,27-06-2025
O02291,C0686,P0093,7,2561,17927,14-11-2025
O02292,C0618,P0147,6,1802,10812,04-10-2024
O02293,C1023,P0189,5,1351,6755,18-03-2026
O02294,C0005,P0077,3,5347,16041,31-05-2024
O02295,C0800,P0229,8,1202,9616,25-04-2024
O02296,C1184,P0219,5,2470,12350,02-04-2024
O02297,C0662,P0066,3,6408,19224,27-12-2024
O02298,C0654,P0254,7,7985,55895,11-12-2025
O02299,C0848,P0171,3,4128,12384,27-01-2025
O02301,C1009,P0273,9,3870,34830,28-01-2025
O02303,C0450,P0045,4,6026,24104,03-01-2024
O02304,C0417,P0009,6,9248,55488,30-04-2025
O02305,C0274,P0057,1,5823,5823,04-01-2025
O02306,C0286,P0151,8,2461,19688,05-05-2026
O02307,C1130,P0216,4,3552,14208,27-04-2026
O02308,C0460,P0029,3,2020,6060,13-12-2025
O02309,C0294,P0194,1,7058,7058,15-01-2025
O02310,C0111,P0055,10,1308,13080,03-05-2025
O02311,C1217,P0081,1,2506,2506,09-01-2025
O02312,C0290,P0041,4,1362,5448,13-01-2024
O02313,C1166,P0214,3,3088,9264,26-04-2025
O02314,C0287,P0271,5,7803,39015,25-02-2025
O02315,C0691,P0228,1,4798,4798,23-04-2024
O02316,C0320,P0031,1,9998,9998,08-02-2026
O02317,C0356,P0258,3,278,834,09-02-2025
O02319,C1028,P0157,4,7041,28164,09-06-2024
O02320,C0557,P0048,9,6285,56565,08-05-2024
O02321,C0434,P0206,10,1017,10170,12-08-2024
O02322,C0804,P0095,9,1364,12276,16-04-2026
O02323,C0960,P0245,6,6737,40422,27-04-2026
O02325,C0869,P0100,5,1876,9380,16-04-2024
O02326,C0160,P0186,10,5596,55960,29-01-2024
O02327,C0491,P0145,3,8973,26919,19-04-2024
O02328,C0134,P0109,10,279,2790,13-02-2026
O02329,C0634,P0097,9,3405,30645,15-10-2025
O02330,C0067,P0124,5,1493,7465,06-08-2025
O02331,C1157,P0023,10,8026,80260,16-02-2024
O02332,C0099,P0162,2,5156,10312,09-01-2024
O02333,C0731,P0145,7,8295,58065,18-07-2024
O02334,C0645,P0201,6,2222,13332,20-12-2025
O02335,C0200,P0170,7,8350,58450,13-04-2024
O02336,C1029,P0077,1,9720,9720,26-03-2026
O02337,C0783,P0245,10,712,7120,24-10-2024
O02338,C0331,P0078,8,1390,11120,02-10-2025
O02339,C0192,P0119,4,2407,9628,26-02-2026
O02341,C0700,P0230,3,5654,16962,24-10-2024
O02342,C0738,P0221,1,6450,6450,01-09-2024
O02346,C0932,P0161,3,4943,14829,14-06-2024
O02347,C0140,P0144,10,6052,60520,27-12-2024
O02348,C0183,P0037,3,7648,22944,21-09-2024
O02350,C1165,P0250,1,6055,6055,29-05-2026
O02351,C0588,P0206,7,2213,15491,27-03-2025
O02352,C0752,P0263,10,5238,52380,17-01-2025
O02353,C0171,P0212,9,7474,67266,26-09-2024
O02354,C0088,P0030,4,9288,37152,09-01-2024
O02355,C0317,P0054,5,6257,31285,11-06-2024
O02356,C1168,P0205,2,3754,7508,01-02-2025
O02357,C0947,P0048,6,7732,46392,24-04-2025
O02358,C1096,P0239,2,1506,3012,03-07-2024
O02360,C0674,P0034,6,5710,34260,10-09-2025
O02361,C0996,P0109,8,1973,15784,12-10-2024
O02362,C0931,P0020,9,2651,23859,26-04-2025
O02363,C0299,P0110,6,9409,56454,02-02-2024
O02364,C1232,P0195,1,6022,6022,19-03-2026
O02365,C0881,P0243,4,986,3944,04-08-2024
O02366,C0047,P0217,5,4229,21145,12-10-2025
O02367,C0361,P0043,3,1234,3702,07-10-2024
O02368,C0830,P0042,5,7496,37480,11-06-2026
O02369,C0860,P0269,4,4350,17400,07-07-2024
O02370,C0111,P0048,7,5703,39921,10-02-2026
O02372,C0987,P0244,9,2732,24588,14-12-2025
O02373,C0895,P0182,10,6475,64750,22-04-2026
O02375,C1185,P0075,6,5285,31710,15-01-2024
O02376,C0309,P0235,3,8282,24846,04-06-2026
O02378,C0008,P0231,3,7461,22383,16-10-2025
O02380,C0385,P0216,9,2821,25389,07-09-2025
O02381,C0774,P0111,6,3536,21216,14-07-2024
O02383,C0619,P0158,9,2143,19287,17-12-2025
O02384,C1023,P0234,7,6823,47761,26-12-2024
O02385,C0722,P0278,7,8671,60697,22-02-2026
O02387,C0765,P0091,9,9846,88614,15-06-2024
O02388,C1112,P0224,7,4769,33383,15-05-2026
O02389,C0896,P0146,10,1725,17250,30-03-2024
O02390,C0213,P0046,1,6838,6838,16-04-2024
O02391,C1017,P0279,2,7376,14752,30-05-2025
O02392,C1191,P0017,5,6991,34955,04-08-2024
O02394,C0401,P0241,2,5844,11688,23-03-2026
O02395,C0951,P0212,7,224,1568,18-01-2025
O02396,C0459,P0260,5,4484,22420,19-06-2026
O02397,C0542,P0158,7,4057,28399,05-01-2024
O02398,C0850,P0017,1,530,530,06-06-2024
O02399,C0767,P0266,10,5301,53010,09-12-2024
O02401,C0802,P0099,10,6544,65440,28-04-2026
O02403,C0800,P0089,7,5312,37184,13-06-2025
O02404,C0325,P0224,4,1731,6924,28-12-2025
O02405,C0259,P0259,2,9552,19104,14-03-2026
O02406,C0803,P0134,9,2705,24345,26-11-2024
O02407,C0418,P0048,2,520,1040,23-03-2025
O02408,C0024,P0079,1,9007,9007,21-03-2024
O02409,C1172,P0196,1,2238,2238,09-04-2025
O02411,C0455,P0153,4,8872,35488,10-05-2026
O02412,C0503,P0194,5,947,4735,08-10-2024
O02413,C0170,P0074,1,9592,9592,06-06-2026
O02414,C0212,P0057,8,9863,78904,05-05-2024
O02416,C0191,P0040,8,6021,48168,08-05-2026
O02417,C0426,P0201,2,8145,16290,25-03-2026
O02418,C0045,P0212,2,8071,16142,02-10-2025
O02419,C0157,P0108,7,6248,43736,17-11-2024
O02421,C0021,P0092,10,615,6150,30-04-2024
O02422,C0703,P0178,8,9930,79440,13-07-2025
O02423,C0011,P0082,9,4269,38421,04-05-2024
O02424,C0395,P0016,9,477,4293,14-06-2025
O02425,C1049,P0079,4,6078,24312,27-04-2024
O02426,C0445,P0016,6,2370,14220,13-08-2024
O02427,C0171,P0065,5,4583,22915,08-05-2025
O02428,C0409,P0048,6,9135,54810,29-10-2025
O02430,C0820,P0099,5,2933,14665,21-07-2024
O02431,C0576,P0202,2,9662,19324,23-03-2026
O02432,C1204,P0160,3,3472,10416,09-01-2026
O02433,C1000,P0222,8,7042,56336,02-09-2025
O02434,C0557,P0164,10,1862,18620,13-09-2025
O02435,C0785,P0220,4,9392,37568,27-12-2024
O02436,C0766,P0033,8,2840,22720,04-02-2024
O02437,C1048,P0130,10,6814,68140,27-10-2024
O02439,C0235,P0093,6,7135,42810,20-03-2026
O02440,C0381,P0184,4,1290,5160,08-08-2024
O02441,C0762,P0191,3,5251,15753,05-05-2024
O02442,C0020,P0164,1,5488,5488,06-08-2024
O02444,C0136,P0198,5,9959,49795,05-08-2024
O02445,C1080,P0112,2,9290,18580,11-10-2024
O02447,C0892,P0163,6,3346,20076,20-07-2024
O02448,C0102,P0253,8,866,6928,08-10-2024
O02449,C0863,P0062,2,7518,15036,24-06-2024
O02451,C1181,P0011,5,392,1960,21-10-2025
O02452,C1180,P0003,8,4759,38072,14-05-2024
O02453,C0825,P0019,9,8742,78678,10-02-2024
O02454,C0691,P0009,2,7798,15596,07-04-2024
O02455,C0851,P0155,5,5296,26480,10-02-2026
O02456,C0709,P0205,2,9216,18432,04-03-2026
O02457,C0642,P0253,10,871,8710,06-02-2025
O02460,C0022,P0072,2,5389,10778,01-06-2026
O02462,C0756,P0276,1,960,960,22-09-2024
O02463,C0089,P0057,1,5085,5085,17-03-2024
O02464,C0541,P0169,10,6318,63180,03-10-2024
O02466,C0259,P0164,3,9670,29010,20-05-2026
O02467,C0847,P0229,2,8648,17296,24-06-2025
O02469,C0660,P0248,4,1604,6416,27-09-2024
O02470,C0607,P0043,6,9250,55500,05-05-2026
O02471,C0497,P0106,2,1331,2662,21-05-2025
O02472,C0124,P0109,1,3641,3641,24-04-2025
O02473,C0789,P0097,8,1812,14496,14-12-2024
O02474,C0428,P0271,9,5234,47106,17-02-2026
O02476,C0267,P0113,6,6417,38502,08-04-2025
O02478,C0141,P0143,7,2790,19530,03-12-2025
O02480,C0220,P0057,4,371,1484,16-04-2025
O02481,C0384,P0137,1,7902,7902,08-11-2025
O02482,C1088,P0232,6,4451,26706,01-05-2024
O02483,C1128,P0044,6,7169,43014,05-08-2024
O02485,C0684,P0028,8,4566,36528,13-01-2025
O02486,C0201,P0026,7,7023,49161,17-07-2024
O02487,C0603,P0097,7,2994,20958,31-08-2025
O02489,C0888,P0056,1,4178,4178,23-04-2024
O02491,C0546,P0123,2,8818,17636,13-04-2024
O02493,C0805,P0052,4,4495,17980,22-05-2025
O02494,C0422,P0088,4,5795,23180,14-10-2025
O02495,C0590,P0148,1,1644,1644,08-07-2024
O02496,C1031,P0245,5,4009,20045,23-06-2024
O02497,C0646,P0036,3,3169,9507,06-12-2024
O02499,C0685,P0011,3,4422,13266,19-03-2024
O02500,C0350,P0005,10,5869,58690,30-04-2025
O02501,C1195,P0001,8,4155,33240,28-04-2025
O02502,C0225,P0024,1,9394,9394,27-11-2025
O02503,C0596,P0117,9,8343,75087,20-06-2024
O02504,C0301,P0049,2,5090,10180,03-04-2026
O02505,C0688,P0232,8,5847,46776,12-07-2025
O02506,C0528,P0250,5,6068,30340,14-04-2025
O02507,C0028,P0181,5,5567,27835,14-06-2025
O02508,C1221,P0248,2,4522,9044,03-12-2025
O02509,C1064,P0011,3,6822,20466,26-05-2026
O02512,C0183,P0100,7,1868,13076,07-10-2024
O02514,C0544,P0179,6,6506,39036,26-08-2025
O02515,C0855,P0142,5,3222,16110,12-02-2024
O02516,C1187,P0267,6,2114,12684,19-03-2025
O02518,C0018,P0256,3,7740,23220,28-11-2025
O02519,C0308,P0268,5,9244,46220,11-11-2025
O02520,C0334,P0156,8,4822,38576,07-03-2024
O02523,C0011,P0221,6,110,660,21-02-2024
O02526,C0555,P0074,4,7178,28712,22-08-2025
O02527,C0166,P0149,4,626,2504,29-04-2025
O02528,C0727,P0128,7,7023,49161,12-02-2025
O02529,C0201,P0134,5,9881,49405,14-11-2024
O02531,C1185,P0072,4,4196,16784,18-05-2024
O02533,C0176,P0153,10,7655,76550,12-07-2025
O02534,C0376,P0193,7,1673,11711,21-05-2024
O02535,C1079,P0227,6,8354,50124,02-12-2025
O02537,C0862,P0211,8,553,4424,26-07-2025
O02538,C0055,P0216,2,2403,4806,21-09-2025
O02539,C0620,P0125,10,8491,84910,17-01-2025
O02540,C0261,P0279,10,4906,49060,24-02-2024
O02541,C0805,P0065,7,197,1379,18-04-2025
O02542,C1061,P0236,1,1487,1487,26-02-2024
O02543,C0554,P0055,6,9837,59022,09-04-2024
O02545,C0125,P0063,10,8469,84690,27-01-2026
O02546,C0109,P0105,9,2461,22149,29-07-2025
